Name,Location,Latitude,Longitude
KDKR,"Crockett, Houston County Airport",31.306,-95.403
KDLF,"Laughlin, Laughlin Air Force Base Auxiliary Airfield",29.116,-100.466
KDLH,"Duluth, Duluth International Airport",46.842,-92.226
KDLL,"Baraboo, Baraboo Wisconsin Dells Airport",43.521,-89.770
KDLN,DILLON AIRPORT,45.25,-112.55
KDLP,West Delta,29.121,-89.547
KDLS,THE DALLES MUNICIPAL AIRPORT,45.616,-121.166
KDMA,Davis-Monthan Air Force Base,32.166,-110.883
KDMH,BALTIMORE DOWNTOWN,39.283,-76.616
KDMN,DEMING MUNICIPAL AIRPORT,32.266,-107.716
KDMO,SEDALIA MEMORIAL AIRPORT,38.716,-93.166
KDNK,"Ft. Polk, Self Strip",31.166,-93.0
KDNL,AUGUSTA DANIEL FIELD,33.466,-82.033
KDNN,"Dalton, Dalton Municipal Airport",34.721,-84.869
KDNS,Denison,41.983,-95.383
KDNV,"Danville, Vermilion County Airport",40.199,-87.595
KDOV,Dover Air Force Base,39.133,-75.466
KDPA,CHICAGO/WEST CH DUPAGE,41.9,-88.25
KDPG,Dugway Proving Grounds,40.166,-112.933
KDPL,"Kenansville, Duplin County Airport",35.0,-77.981
KDQH,"Douglas, Douglas Municipal Airport",31.476,-82.860
KDRA,DESERT ROCK AIRPORT,36.633,-116.033
KDRI,"De Ridder, Beauregard Parish Airport",30.831,-93.339
KDRO,DURANGO-LA PLATA COUNTY AIRPORT,37.15,-107.766
KDRT,DEL RIO INTERNATIONAL  AIRPORT,29.366,-100.916
KDSM,DES MOINES INTERNATIONAL,41.533,-93.666
KDSV,DANSVILLE MUNICIPAL AIRPORT,42.566,-77.716
KDTL,"Detroit Lakes, Detroit Lakes Airport-Wething Field",46.833,-95.883
KDTN,SHREVEPORT DOWNTOWN AIRPORT,32.533,-93.75
KDTO,DENTON MUNICIPAL AIRPORT,33.2,-97.2
KDTS,DESTIN-FT WALTON BEACH AIRPORT,30.4,-86.466
KDTW,DETROIT METROPOLITAN,42.233,-83.333
KDUA,"Durant, Eaker Field Airport",33.942,-96.394
KDUC,"Duncan, Halliburton Field Airport",34.470,-97.96
KDUG,BISBEE DOUGLAS INTERNATIONAL  AIRPORT,31.466,-109.6
KDUH,"Lambertville, Toledo Suburban Airport",41.735,-83.655
KDUJ,DU BOIS-JEFFERSON COUNTY,41.183,-78.883
KDUX,"Dumas, Moore County Airport",35.857,-102.013
KDVL,"Devils Lake, Devils Lake Municipal Airport",48.116,-98.916
KDVN,DAVENPORT MUNICIPAL AIRPORT,41.616,-90.583
KDVP,"Slayton, Slayton Municipal Airport",43.986,-95.782
KDVT,PHOENIX-DEER VALLEY MUN,33.683,-112.066
KDWH,HOUSTON HOOKS MEMORIAL,30.066,-95.55
KDXR,DANBURY MUNICIPAL AIRPORT,41.366,-73.483
KDXX,"Madison, Madison-Lac Qui Parle County Airport",44.986,-96.177
KDYL,DOYLESTOWN AIRPORT,40.333,-75.116
KDYR,"Dyersburg, Dyersburg Municipal Airport",36.0,-89.4
KDYS,"Abilene, Dyess Air Force Base",32.420,-99.856
KDYT,"Duluth, Sky Harbor Airport",46.721,-92.043
KE33,Chama,36.9,-106.583
KE38,"Alpine, Alpine-Casparis Municipal Airport",30.384,-103.683
KE80,Belen Alexander Muni,34.648,-106.831
KEAR,"Kearney, Kearney Municipal Airport",40.733,-99.0
KEAT,WENATCHEE PANGBORN MEMO,47.4,-120.2
KEAU,EAU CLAIRE CHIPPEWA VALLEY,44.866,-91.483
KEBG,"Edinburg, Edinburg International Airport",26.441,-98.129
KEBS,Webster City,42.433,-93.866
KECG,ELIZABETH CITY C/G REGN AIRPORT,36.25,-76.166
KECP,Northwest Florida Beaches International Airport,30.353,-85.799
KECU,"Rocksprings, Edwards County Airport",29.946,-100.173
KEDE,"Edenton, Northeastern Regional Airport",36.027,-76.567
KEDW,Edwards Air Force Base,34.916,-117.9
KEED,NEEDLES AIRPORT,34.766,-114.616
KEEN,"Keene, Dillant-Hopkins Airport",42.9,-72.266
KEEO,MEEKER AIRPORT,40.05,-107.883
KEET,SHELBY COUNTY AIRPORT,33.183,-86.783
KEFD,Houston / Ellington,29.6,-95.166
KEFT,"Monroe, Monroe Municipal Airport",42.615,-89.590
KEGE,Eagle County Regional,39.65,-106.916
KEGI,Duke Field / Eglin Auxiliary,30.65,-86.516
KEGV,"Eagle River, Eagle River Union Airport",45.931,-89.269
KEHA,"Elkhart, Elkhart-Morton County Airport",37.0,-101.883
KEHC,East Cameron 278,28.428,-92.878
KEHO,"Shelby, Shelby Municipal Airport",35.25,-81.6
KEHR,Henderson City,37.816,-87.683
KEHY,Elk Mountain AWOS,41.725,-106.459
KEIR,Eugene Island,28.634,-91.489
KEKA,Eureka,40.8,-124.166
KEKM,Elkhart Municipal,41.716,-86.0
KEKN,JENNINGS RANDOLPH FIELD,38.883,-79.85
KEKO,ELKO REGIONAL AIRPORT,40.833,-115.783
KEKQ,"Monticello, Wayne County Airport",36.855,-84.856
KELD,SOUTH ARKANSAS REGIONAL,33.216,-92.816
KELM,ELMIRA COUNTY AIRPORT,42.166,-76.9
KELN,ELLENSBURG BOWERS FIELD,47.033,-120.533
KELO,"Ely, Ely Municipal Airport",47.816,-91.833
KELP,EL PASO INTERNATIONAL AIRPORT,31.816,-106.383
KELY,ELY AIRPORT (YELLAND FIELD),39.3,-114.85
KELZ,WELLSVILLE MUNICIPAL AIRPORT,42.1,-77.0
KEMK,East Breaks,27.818,-94.322
KEMP,EMPORIA MUNICIPAL AIRPORT,38.333,-96.2
KEMT,El Monte,34.083,-118.033
KEMV,"Emporia, Emporia-Greensville Regional Airport",36.686,-77.482
KEND,Vance Air Force Base / Enid,36.333,-97.916
KENL,"Centralia, Centralia Municipal Airport",38.514,-89.092
KENV,Wendover / Air Force Auxillary Field,40.733,-114.033
KENW,KENOSHA REGIONAL AIRPORT,42.6,-87.933
KEOK,Keokuk Municipal,40.466,-91.433
KEPH,EPHRATA MUNICIPAL AIRPORT,47.3,-119.516
KEQY,MONROE AIRPORT,35.016,-80.616
KERI,ERIE INTERNATIONAL AIRPORT,42.083,-80.183
KERV,"Kerrville, Kerrville Municipal Airport/Louis Schreiner Field",29.966,-99.083
KERY,"Newberry, Luce County Airport",46.311,-85.457
KESC,Escanaba,45.75,-87.033
KESF,ALEXANDRIA ESLER RGNL AIRPORT,31.4,-92.3
KESN,Easton / Newman Field,38.8,-76.066
KEST,ESTHERVILLE MUNICIPAL AIRPORT,43.4,-94.75
KETB,"West Bend, West Bend Municipal Airport",43.422,-88.128
KETH,"Wheaton, Wheaton Municipal Airport",45.766,-96.533
KEUF,WEEDON FIELD AIRPORT,31.951,-85.131
KEUG,MAHLON SWEET FIELD,44.133,-123.216
KEUL,"Caldwell, Caldwell Industrial Airport",43.633,-116.633
KEVB,"New Smyrna Beach, New Smyrna Beach Municipal Airport",29.055,-80.948
KEVM,"Eveleth, Eveleth-Virginia Municipal Airport",47.416,-92.5
KEVV,EVANSVILLE REGIONAL,38.033,-87.533
KEVW,EVANSTON-UINTA COUNTY FIELD,41.266,-111.033
KEWB,NEW BEDFORD REGIONAL AIRPORT,41.683,-70.966
KEWK,"Newton, Newton City/County Airport",38.05,-97.283
KEWN,"New Bern, Craven County Regional Airport",35.067,-77.047
KEWR,NEWARK INTERNATIONAL  AIRPORT,40.683,-74.166
KEXX,"Lexington, Davidson County Airport",35.781,-80.303
KEYE,INDIANAPOLIS EAGLE CREEK,39.833,-86.3
KEYF,"Elizabethtown, Curtis L Brown Jr. Field Airport",34.6,-78.583
KEYW,KEY WEST INTERNATIONAL AIRPORT,24.55,-81.766
KEZF,"Fredericksburg, Shannon Airport",38.266,-77.45
KEZM,"Eastman, Heart of Georgia Regional Airport",32.214,-83.127
KF05,"Vernon, Wilbarger County Airport",34.225,-99.283
KF10,Henryetta Municipal,35.4,-96.016
KFAF,Fort Eustis / Felker,37.133,-76.616
KFAM,Farmington Airport,37.766,-90.433
KFAR,HECTOR INTERNATIONAL AIRPORT,46.933,-96.816
KFAT,FRESNO AIR TERMINAL,36.783,-119.716
KFAY,FAYETTEVILLE REGIONAL AIRPORT,34.983,-78.883
KFBG,Fort Bragg / Simmons Army Airfield,35.133,-78.933
KFBL,"Faribault, Faribault Municipal Airport",44.333,-93.316
KFCH,Fresno-Chandler,36.733,-119.816
KFCM,"Minneapolis, Flying Cloud Airport",44.832,-93.470
KFCS,Fort Carson,38.7,-104.766
KFDK,"Frederick, Frederick Municipal Airport",39.417,-77.374
KFDR,FREDERICK MUNICIPAL AIRPORT,34.35,-98.983
KFDY,FINDLAY AIRPORT,41.016,-83.666
KFEP,"Freeport, Albertus Airport",42.246,-89.582
KFET,Fremont Municipal Airport,41.45,-96.516
KFFA,"Kill Devil Hills, First Flight Airport",36.016,-75.666
KFFC,PEACHTREE CITY-FALCON FIELD,33.366,-84.566
KFFL,Fair Field,41.05,-91.983
KFFM,"Fergus Falls, Fergus Falls Municipal Airport-Einar Mickelson Field",46.283,-96.15
KFFO,Dayton / Wright-Patterson Air Force Base,39.833,-84.05
KFFT,FRANKFORT CAPITAL CITY AIRPORT,38.183,-84.9
KFFZ,Mesa / Falcon Field,33.466,-111.733
KFGN,Flag Island,49.316,-94.9
KFHR,FRIDAY HARBOR AIRPORT,48.516,-123.033
KFHU,"Fort Huachuca, Libby AAF Ft Huachuca",46.633,-110.333
KFIG,CLEARFIELD-LAWRENCE AIRPORT,41.05,-78.416
KFIT,"Fitchburg, Fitchburg Municipal Airport",42.551,-71.755
KFKA,"Preston, Fillmore County Airport",43.676,-92.179
KFKL,"Franklin, Venango Regional Airport",41.383,-79.866
KFKN,Franklin / J B Rose,36.7,-76.9
KFKS,"Frankfort, Frankfort Dow Memorial Field Airport",44.625,-86.200
KFLD,FOND DU LAC COUNTY AIRPORT,43.766,-88.483
KFLG,FLAGSTAFF PULLIAM AIRPORT,35.133,-111.666
KFLL,FORT LAUDERDALE/HOLLYWOOD,26.066,-80.15
KFLO,FLORENCE REGIONAL AIRPORT,34.183,-79.733
KFLP,"Flippin, Marion County Regional Airport",36.3,-92.583
KFME,Fort Meade / Tipton,39.083,-76.766
KFMH,Otis Air National Guard Base,41.65,-70.516
KFMN,FARMINGTON FOUR CORNERS,36.75,-108.233
KFMY,FORT MYERS PAGE FIELD,26.583,-81.866
KFNB,FALLS CITY BRENNER FLD AIRPORT,40.083,-95.583
KFNL,"Fort Collins/Loveland, Fort Collins-Loveland Municipal Airport",40.45,-105.016
KFNT,FLINT BISHOP INTERNATIONAL  AIRPORT,42.966,-83.75
KFOA,"Flora, Flora Municipal Airport",38.665,-88.453
KFOD,Fort Dodge,42.55,-94.183
KFOE,FORBES FIELD,38.933,-95.65
KFOK,THE GABRESKI AIRPORT,40.85,-72.616
KFOZ,"Bigfork, Bigfork Municipal Airport",47.782,-93.650
KFPK,"Charlotte, Fitch H Beach Airport",42.574,-84.811
KFPR,FORT PIERCE ST LUCIE,27.5,-80.383
KFQD,"Rutherfordton, Rutherford County-Marchman Field Airport",35.428,-81.935
KFRG,FARMINGDALE REPUBLIC AIRPORT,40.733,-73.416
KFRI,"Fort Riley, Marshall AAF Ft Riley",39.055,-96.764
KFRM,"Fairmont, Fairmont Municipal Airport",43.65,-94.416
KFSD,SIOUX FALLS FOSS FIELD,43.583,-96.75
KFSE,"Fosston, Fosston Municipal Airport",47.592,-95.773
KFSI,Fort Sill,34.6,-98.4
KFSM,FORT SMITH REGIONAL AIRPORT,35.333,-94.366
KFST,FORT STOCKTON PECOS CO AIRPORT,30.916,-102.916
KFSW,Fort Madison,40.666,-91.333
KFTG,Denver Nexrad,39.783,-104.55
KFTK,Fort Knox,37.9,-85.966
KFTW,FORT WORTH MEACHAM INTERNATIONAL .,32.833,-97.366
KFTY,ATLANTA FULTON COUNTY AIRPORT,33.783,-84.516
KFUL,FULLERTON MUNICIPAL AIRPORT,33.866,-117.983
KFVE,NORTHERN AROOSTOOK REGIONAL,47.283,-68.3
KFVX,Farmville,37.35,-78.433
KFWA,FORT WAYNE INTERNATIONAL,41.0,-85.2
KFWC,"Fairfield, Fairfield Municipal Airport",38.378,-88.412
KFWN,SUSSEX AIRPORT,41.2,-74.633
KFWS,"Fort Worth, Forth Worth Spinks Airport",32.566,-97.3
KFXE,FORT LAUDERDALE EXECUTIVE,26.2,-80.183
KFYJ,"West Point, Middle Peninsula Regional Airport",37.521,-76.764
KFYV,FAYETTEVILLE DRAKE FIELD,36.0,-94.166
KFZY,FULTON OSWEGO COUNTY AIRPORT,43.35,-76.383
KGAD,"Gadsden, Gadsden Municipal Airport",33.966,-86.083
KGAF,Huston Field,48.404,-97.370
KGAG,GAGE AIRPORT,36.3,-99.766
KGAO,"Galliano, South Lafourche Airport",29.444,-90.261
KGBD,"Great Bend, Great Bend Municipal Airport",38.35,-98.866
KGBG,"Galesburg, Galesburg Municipal Airport",40.938,-90.431
KGBK,Magnolia,27.203,-92.202
KGBN,Gila Bend U. S. Army Airfield,32.433,-112.683
KGCC,GILLETTE-CAMPBELL CTY AIRPORT,44.333,-105.55
KGCK,GARDEN CITY REGIONAL AIRPORT,37.916,-100.716
KGCM,"Claremore, Claremore Regional Airport",36.294,-95.479
KGCN,GRAND CANYON NATL PARK AIRPORT,35.95,-112.15
KGDB,"Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field",44.753,-95.555
KGDJ,"Granbury, Granbury Municipal Airport",32.444,-97.816
KGDP,GUADALUPE PASS,31.833,-104.816
KGDV,"Glendive, Dawson Community Airport",47.133,-104.8
KGED,GEORGETOWN SUSSEX CO AIRPORT,38.683,-75.366
KGEG,SPOKANE INTERNATIONAL AIRPORT,47.616,-117.533
KGEU,"Glendale, Glendale Municipal Airport",33.527,-112.295
KGEV,"Jefferson, Ashe County Airport",36.433,-81.416
KGEY,SOUTH BIG HORN COUNTY AIRPORT,44.516,-108.083
KGEZ,SHELBYVILLE MUNICIPAL AIRPORT,39.583,-85.8
KGFA,Malmstrom Air Force Base,47.5,-111.183
KGFK,GRAND FORKS INTERNATIONAL,47.95,-97.183
KGFL,FLOYD BENNETT MEMORIAL AIRPORT,43.333,-73.616
KGGG,LONGVIEW GREGG COUNTY AIRPORT,32.383,-94.716
KGGW,GLASGOW INTERNATIONAL AIRPORT,48.216,-106.616
KGHB,Salsa,27.840,-91.987
KGHW,"Glenwood, Glenwood Municipal Airport",45.65,-95.316
KGIF,WINTER HAVENS GILBERT AIRPORT,28.066,-81.75
KGJT,GRAND JUNCTION WALKER FIELD,39.133,-108.533
KGKJ,PORT MEADVILLE AIRPORT,41.633,-80.216
KGKY,ARLINGTON MUNICIPAL AIRPORT,32.666,-97.1
KGLD,GOODLAND RENNER FIELD,39.366,-101.7
KGLE,"Gainesville, Gainesville Municipal Airport",33.651,-97.196
KGLH,GREENVILLE MUNICIPAL AIRPORT,33.483,-90.983
KGLR,GAYLORD REGIONAL AIRPORT,45.016,-84.683
KGLS,SCHOLES FIELD,29.266,-94.866
KGLW,"Glasgow, Glasgow Municipal Airport",37.031,-85.953
KGMJ,"Grove, Grove Municipal Airport",36.605,-94.738
KGMU,GREENVILLE DOWNTOWN AIRPORT,34.85,-82.35
KGNA,"Grand Marais, The Bay of Grand Marais",47.833,-90.383
KGNC,"Seminole, Gaines County Airport",32.675,-102.652
KGNR,Greenville,45.466,-69.583
KGNT,GRANTS-MILAN MUNICIPAL AIRPORT,35.166,-107.9
KGNV,GAINESVILLE REGIONAL AIRPORT,29.7,-82.283
KGOK,GUTHRIE MUNICIPAL AIRPORT,35.85,-97.416
KGON,GROTON/NEW LONDON AIRPORT,41.333,-72.05
KGOP,"Gatesville, City-County Airport",31.421,-97.796
KGOV,"Grayling, Grayling Army Airfield",44.680,-84.728
KGPI,GLACIER PARK INTERNATIONAL  AIRPORT,48.3,-114.266
KGPM,"Grand Prairie, Grand Prairie Municipal Airport",32.698,-97.046
KGPT,GULFPORT-BILOXI REG AIRPORT,30.416,-89.083
KGPZ,"Grand Rapids, Grand Rapids/Itasca County Airport-Gordon Newstrom Field",47.216,-93.516
KGRB,AUSTIN STRAUBEL INTERNATIONAL  AIRPORT,44.483,-88.133
KGRD,GREENWOOD COUNTY AIRPORT,34.233,-82.15
KGRF,Fort Lewis / Gray U. S. Army Airfield,47.116,-122.55
KGRI,CENTRAL NEBRASKA REGIONAL,40.966,-98.316
KGRK,"Fort Hood, Robert Gray AAF Ft Hood",31.066,-97.816
KGRR,GERALD R. FORD INTERNATIONAL,42.883,-85.516
KGRY,Green Canyon 338,27.624,-90.441
KGSB,Seymour-Johnson Air Force Base,35.333,-77.966
KGSH,GOSHEN MUNICIPAL AIRPORT,41.533,-85.783
KGSM,Ship Shoal 207A,28.533,-90.983
KGSO,PIEDMONT TRIAD INTERNATIONAL  AIRPORT,36.1,-79.95
KGSP,GREER GREENVILLE SPARTBURG,34.883,-82.216
KGTB,Fort Drum / Wheeler-Sack U. S. Army Airfield,44.05,-75.733
KGTF,GREAT FALLS INTERNATIONAL,47.466,-111.383
KGTR,"Columbus/West Point/Starkville, Golden Triangle Regional Airport",33.45,-88.583
KGTU,"Georgetown, Georgetown Municipal Airport",30.683,-97.683
KGUC,"Gunnison, Gunnison-Crested Butte Regional Airport",38.533,-106.933
KGUL,Gunnison,27.303,-93.538
KGUP,GALLUP MUNICIPAL AIRPORT,35.516,-108.783
KGUS,Grissom Air Force Base / Peru,40.65,-86.15
KGUY,GUYMON MUNICIPAL AIRPORT,36.683,-101.5
KGVL,GILMER MEMORIAL AIRPORT,34.266,-83.833
KGVT,Greenville / Majors,33.066,-96.066
KGVX,Galveston 424,28.576,-94.976
KGWO,GREENWOOD-LEFLORE AIRPORT,33.5,-90.083
KGWR,Gwinner-Roger Melroe Field Airport,46.218,-97.643
KGWW,"Goldsboro, Goldsboro-Wayne Municipal Airport",35.460,-77.965
KGXY,"Greeley, Greeley-Weld County Airport",40.433,-104.633
KGYB,"Giddings, Giddings-Lee County Airport",30.169,-96.98
KGYI,"Sherman/Denison, Grayson County Airport",33.716,-96.666
KGYL,"Glencoe, Glencoe Municipal Airport",44.756,-94.081
KGYR,Goodyear Municipal,33.416,-112.383
KGYY,Gary Regional,41.616,-87.416
KGZH,EVERGREEN MIDDLETON FIELD,31.416,-87.05
KH08,High Island 264C,28.466,-93.733
KHAO,BUTLER COUNTY REGIONAL AIRPORT,39.366,-84.516
KHBG,HATTIESBURG CHAIN MUNICIPAL,31.266,-89.25
KHBI,"Asheboro, Asheboro Municipal Airport",35.653,-79.895
KHBR,HOBART MUNICIPAL AIRPORT,34.983,-99.05
KHBV,"Hebbronville, Jim Hogg County Airport",27.333,-98.733
KHCD,"Hutchinson, Hutchinson Municipal Airport-Butler Field",44.866,-94.383
KHCO,"Hallock, Hallock Municipal Airport",48.752,-96.943
KHDC,"Hammond, Hammond Municipal Airport",30.520,-90.417
KHDE,Brewster Field Airport,40.45,-99.333
KHDN,"Hayden, Yampa Valley Airport",40.483,-107.216
KHDO,HONDO MUNICIPAL AIRPORT,29.366,-99.166
KHEF,"Manassas, Manassas Regional Airport/Harry P. Davis Field",38.716,-77.516
KHEI,HETTINGER MUNICIPAL AIRPORT,46.016,-102.65
KHEY,Hanchey AHP / Ozark,31.35,-85.666
KHEZ,"Natchez, Hardy-Anders Field Natchez-Adams County Airport",31.616,-91.3
KHFD,HARTFORD-BRAINARD AIRPORT,41.733,-72.65
KHFF,Mackall U. S. Army Airfield,35.033,-79.5
KHGR,HAGERSTOWN REGIONAL AIRPORT,39.7,-77.733
KHHF,"Canadian, Hemphill County Airport",35.9,-100.4
KHHR,HAWTHORNE MUNICIPAL AIRPORT,33.916,-118.333
KHHV,Hoover Diana,26.939,-94.688
KHIB,CHISHOLM-HIBBING AIRPORT,47.383,-92.833
KHIE,MT WASHINGTON REGIONAL AIRPORT,44.366,-71.55
KHIF,Hill Air Force Base / Ogden,41.116,-111.966
KHIO,PORTLAND-HILLSBORO AIRPORT,45.55,-122.95
KHJH,"Hebron, Hebron Municipal Airport",40.152,-97.586
KHJO,"Hanford, Hanford Municipal Airport",36.318,-119.628
KHKA,BLYTHEVILLE MUNICIPAL AIRPORT,35.933,-89.833
KHKS,HAWKINS FIELD,32.333,-90.216
KHKY,HICKORY REGIONAL AIRPORT,35.75,-81.383
KHLC,HILL CITY MUNICIPAL AIRPORT,39.366,-99.833
KHLG,WHEELING OHIO COUNTY AIRPORT,40.166,-80.65
KHLN,HELENA REGIONAL AIRPORT,46.6,-111.966
KHLR,"Fort Hood, Hood AAF Ft Hood",31.133,-97.7
KHLX,Hillsville,36.766,-80.816
KHMN,Holloman Air Force Base,32.85,-106.1
KHMS,Hanford,46.566,-119.6
KHMZ,"Bedford, Bedford County Airport",40.085,-78.512
KHNB,Huntingburg,38.25,-86.95
KHND,"Las Vegas, Henderson Executive Airport",35.972,-115.134
KHNR,"Harlan, Harlan Municipal Airport",41.584,-95.339
KHNS,"Haines, Haines Airport",59.243,-135.509
KHNZ,"Oxford, Henderson-Oxford Airport",36.361,-78.529
KHOB,Hobbs / Lea County,32.683,-103.216
KHON,HURON REGIONAL AIRPORT,44.383,-98.233
KHOP,Fort Campbell U. S. Army Airfield,36.666,-87.5
KHOT,HOT SPRINGS MEMORIAL FIELD,34.483,-93.1
KHOU,HOUSTON HOBBY AIRPORT,29.633,-95.283
KHPN,WHITE PLAINS WESTCHESTER,41.066,-73.7
KHQI,High Island 376,27.961,-93.670
KHQM,HOQUIAM BOWERMAN AIRPORT,46.966,-123.933
KHQU,"Thomson, Thomson-McDuffie County Airport",33.529,-82.516
KHQZ,"Mesquite, Mesquite Metro Airport",32.746,-96.530
KHRI,HERMISTON MUNICIPAL AIRPORT,45.833,-119.266
KHRJ,"Erwin, Harnett County Airport",35.378,-78.733
KHRL,RIO GRANDE VALLEY,26.216,-97.65
KHRO,HARRISON BOONE COUNTY AIRPORT,36.266,-93.15
KHRT,Hurlburt Field,30.416,-86.683
KHSA,"Bay St. Louis, Stennis International Airport",30.367,-89.454
KHSB,"Harrisburg, Harrisburg-Raleigh Airport",37.811,-88.549
KHSE,MITCHELL FIELD,35.233,-75.616
KHSI,HASTINGS MUNICIPAL AIRPORT,40.6,-98.433
KHSP,Hot Springs / Ingalls,37.95,-79.833
KHST,Homestead Air Force Base,25.483,-80.383
KHSV,HUNTSVILLE INTERNATIONAL  JONES FIELD,34.65,-86.783
KHTL,ROSCOMMON COUNTY AIRPORT,44.35,-84.666
KHTO,"East Hampton, East Hampton Airport",40.959,-72.251
KHTS,TRI-STATE AIRPORT,38.366,-82.55
KHUF,TERRE HAUTE INTERNATIONAL -HULMAN FLD,39.45,-87.316
KHUL,HOULTON INT'L AIRPORT,46.116,-67.8
KHUM,Houma-Terrebonne,29.566,-90.666
KHUT,HUTCHINSON MUNICIPAL AIRPORT,38.066,-97.866
KHVN,TWEED-NEW HAVEN AIRPORT,41.266,-72.883
KHVR,HAVRE CITY-COUNTY AIRPORT,48.55,-109.766
KHWD,HAYWARD AIR TERMINAL,37.666,-122.116
KHWO,HOLLYWOOD NORTH PERRY AIRPORT,26.0,-80.233
KHWV,SHIRLEY BROOKHAVEN AIRPORT,40.816,-72.866
KHXD,"Hilton Head Island, Hilton Head Airport",32.216,-80.7
KHYA,HYANNIS BARNSTABLE BOARDMN,41.666,-70.266
KHYI,"San Marcos, San Marcos Municipal Airport",29.893,-97.864
KHYR,HAYWARD MUNICIPAL AIRPORT,46.016,-91.45
KHYS,"Hays, Hays Regional Airport",38.85,-99.266
KHYX,"Saginaw, Saginaw County H.W. Browne Airport",43.433,-83.862
KHZE,Mercer County Regional Airport,47.29,-101.580
KHZX,"Mc Gregor, Isedor Iverson Airport",46.618,-93.309
KHZY,ASHTABULA COUNTY AIRPORT,41.783,-80.7
KI16,"Pineville, Kee Field Airport",37.600,-81.559
KI63,"Mount Sterling, Mount Sterling Municipal Airport",39.987,-90.804
KIAB,McConnell Air Force Base,37.616,-97.266
KIAD,DULLES INTERNATIONAL AIRPORT,38.933,-77.45
KIAG,NIAGARA FALLS INTERNATIONAL  AIRPORT,43.116,-78.933
KIAH,HOUSTON INTERCONTINENTAL,30.0,-95.366
KIBM,"Kimball, Kimball Municipal Airport/Robert E Arraj Field",41.183,-103.666
KICL,Clarinda,40.716,-95.033
KICR,WINNER REGIONAL AIRPORT,43.383,-99.85
KICT,WICHITA MID-CONTINENT AIRPORT,37.65,-97.433
KIDA,IDAHO FALLS REGIONAL AIRPORT,43.516,-112.066
KIDI,Indiana / Stewart Field,40.633,-79.1
KIEN,PINE RIDGE AIRPORT,43.033,-102.516
KIER,"Natchitoches, Natchitoches Regional Airport",31.735,-93.099
KIFP,"Bullhead City, Laughlin/Bullhead International Airport",35.157,-114.559
KIGM,KINGMAN AIRPORT,35.25,-113.933
KIGQ,"Chicago, Lansing Municipal Airport",41.54,-87.532
KIGX,CHAPEL HILL WILLIAMS AIRPORT,35.933,-79.066
KIIB,"Independence, Independence Municipal Airport",42.45,-91.933
KIIY,"Washington, Washington-Wilkes County Airport",33.779,-82.816
KIJD,WILLIMANTIC WINDHAM AIRPORT,41.75,-72.183
KIJX,"Jacksonville, Jacksonville Municipal Airport",39.774,-90.238
KIKK,"Kankakee, Greater Kankakee Airport",41.071,-87.846
KIKT,Nakika,28.520,-88.288
KIKV,"Ankeny, Ankeny Regional Airport",41.690,-93.565
KILE,"Killeen, Skylark Field Airport",31.083,-97.683
KILG,WILMINGTON NEW CASTLE CO,39.666,-75.6
KILL,"Willmar, Willmar Municipal Airport-John L Rice Field",45.116,-95.083
KILM,WILMINGTON INT'L AIRPORT,34.266,-77.9
KILN,WILMINGTON INDUSTRIAL AIRPORT,39.433,-83.783
KIML,IMPERIAL MUNICIPAL AIRPORT,40.516,-101.616
KIMT,IRON MOUNTAIN FORD AIRPORT,45.816,-88.116
KIND,INDIANAPOLIS INTERNATIONAL  AIRPORT,39.716,-86.283
KINJ,"Hillsboro, Hillsboro Municipal Airport",32.083,-97.097
KINK,WINKLER COUNTY AIRPORT,31.783,-103.2
KINL,FALLS INTERNATIONAL AIRPORT,48.566,-93.4
KINS,"Indian Springs, Indian Springs Auxiliary AFLD Nellis AFB",36.583,-115.666
KINT,WINSTON SALEM SMITH REYNOLDS,36.133,-80.233
KINW,WINSLOW MUNICIPAL AIRPORT,35.033,-110.716
KIOW,IOWA CITY MUNICIPAL AIRPORT,41.633,-91.55
KIPJ,"Lincolnton, Lincolnton-Lincoln County Regional Airport",35.483,-81.161
KIPL,"Imperial, Imperial County Airport",32.834,-115.578
KIPN,Independence,28.084,-87.985
KIPT,WILLIAMSPORT-LYCOMING COUNTY,41.25,-76.916
KIRK,KIRKSVILLE REGIONAL AIRPORT,40.1,-92.55
KIRS,"Sturgis, Kirsch Municipal Airport",41.812,-85.439
KISM,"Orlando, Kissimmee Municipal Airport",28.289,-81.437
KISN,SLOULIN FIELD INTERNATIONAL  AIRPORT,48.183,-103.65
KISO,"Kinston, Kinston Regional Jetport at Stallings Field",35.333,-77.616
KISP,ISLIP LONG ISLAND MAC ART,40.8,-73.1
KISQ,"Manistique, Schoolcraft County Airport",45.974,-86.171
KISW,WI RAPIDS ALEXANDER FIELD,44.366,-89.833
KITH,"Ithaca, Ithaca Tompkins Regional Airport",42.490,-76.458
KITR,BURLINGTON CARSON COUNTY,39.25,-102.283
KIWA,"Mesa, Williams Gateway Airport",33.316,-111.65
KIWD,"Ironwood, Gogebic-Iron County Airport",46.533,-90.133
KIWI,WISCASSET MUNICIPAL AIRPORT,43.966,-69.716
KIXD,NEW CENTURY AIRCENTER,38.816,-94.883
KIYK,Inyokern,35.666,-117.833
KIZA,"Santa Ynez, Santa Ynez Airport",34.606,-120.075
